,Open time,Open,High,Low,Close,Volume,Quote asset volume,Number of trades,Taker buy base asset volume,SMA_14,EMA_14,RSI_14,MACD,MACD_signal,MACD_hist,STO_K,STO_D,STO_RSI_K,STO_RSI_D,OBV,change,change_rate,date_utc,Gold_close,value,value_classification,snp_close,dwo_close
41,2018-02-11 00:00:00+00:00,8533.99,8549.0,7726.53,8063.88,45025.18795,366966437.2,524626,23180.34192,8750.918571,8837.147208,36.91138154,-1173.649396,-1188.214712,14.56531599,34.54169951,39.369379,0.700847305,0.581824271,-155734.3673,470.09999999999945,0.0550856692891241,2018-02-11 00:00:00+00:00,,31.0,Fear,,
42,2018-02-12 00:00:00+00:00,8063.82,8989.0,8053.0,8903.0,41987.85049,362440827.0,477660,20916.94974,8583.204286,8845.927581,43.64196845,-1067.238317,-1164.019433,96.7811162,54.68661991,43.27028787,0.793867914,0.694551626,-113746.5168,-839.1199999999999,-0.1040590881808757,2018-02-12 00:00:00+00:00,1322.88,42.0,Fear,"2,656.00","24,601.27"
43,2018-02-13 00:00:00+00:00,8903.0,8950.0,8351.0,8539.9,35454.97296,305165143.7,401893,16558.45568,8461.946429,8805.123903,41.57505808,-1000.670795,-1131.349705,130.6789102,57.38775012,48.87202318,0.862391762,0.785702327,-149201.4897,363.1000000000004,0.0407840053914411,2018-02-13 00:00:00+00:00,1329.55,35.0,Fear,"2,662.90","24,640.45"
44,2018-02-14 00:00:00+00:00,8535.17,9489.6,8533.0,9449.99,40811.95287,370126692.7,514897,20508.46344,8402.295714,8891.106049,48.19740064,-864.5133263,-1077.98243,213.4691033,79.58449731,63.88628911,0.962979396,0.87307969,-108389.5369,-910.09,-0.1065691635733439,2018-02-14 00:00:00+00:00,1350.76,55.0,Greed,"2,698.60","24,893.49"
45,2018-02-15 00:00:00+00:00,9449.98,10219.5,9301.5,10000.09,52427.59672,512388484.7,608349,25805.09889,8457.693571,9038.970576,51.75691242,-704.1026218,-1003.206468,299.1038463,94.80008247,77.2574433,0.962979396,0.929450184,-55961.94017,-550.1000000000004,-0.0582117018113247,2018-02-15 00:00:00+00:00,1353.3,71.0,Greed,"2,731.20","25,200.37"
46,2018-02-16 00:00:00+00:00,10000.89,10323.37,9666.0,10159.98,38161.20597,381103299.2,405310,18313.00447,8549.618571,9188.438499,52.77268498,-557.6460001,-914.0943745,356.4483744,96.22076348,90.20178109,1.0,0.975319597,-17800.73419,-159.88999999999942,-0.015988856100295,2018-02-16 00:00:00+00:00,1347.86,67.0,Greed,"2,732.20","25,219.38"
47,2018-02-17 00:00:00+00:00,10156.07,11075.07,10050.0,11039.55,41882.10841,446012696.2,413585,21147.62479,8681.017857,9435.253366,58.01034687,-366.3807153,-804.5516427,438.1709274,99.3001068,96.77365092,1.0,0.987659799,24081.37422,-879.5699999999997,-0.0865720208110645,2018-02-17 00:00:00+00:00,,74.0,Greed,,
48,2018-02-18 00:00:00+00:00,11039.55,11274.0,10080.0,10383.43,61137.38073,649423311.3,537534,29593.86377,8838.062143,9561.676917,53.26484225,-264.6937746,-696.580069,431.8862944,83.11392323,92.8782645,0.952034838,0.984011613,-37056.00651,656.119999999999,0.0594335819847728,2018-02-18 00:00:00+00:00,,63.0,Greed,,
49,2018-02-19 00:00:00+00:00,10375.01,11250.0,10270.33,11153.0,40831.41713,443766562.7,366882,20619.87713,9138.991429,9773.853328,57.64172342,-120.6178664,-581.3876285,460.7697621,97.70572185,93.37325063,0.947489622,0.966508153,3775.410618,-769.5699999999997,-0.0741152008536677,2018-02-19 00:00:00+00:00,1346.69,67.0,Greed,,
50,2018-02-20 00:00:00+00:00,11147.11,11786.01,11100.59,11200.99,48153.35429,551573232.2,432197,24211.49181,9392.480714,9964.138218,57.90646597,-2.535056593,-465.6171141,463.0820575,87.38093184,89.40019231,0.946208745,0.948577735,51928.76491,-47.98999999999978,-0.0043028781493768,2018-02-20 00:00:00+00:00,1329.49,74.0,Greed,"2,716.30","24,964.75"
51,2018-02-21 00:00:00+00:00,11195.07,11304.03,10200.0,10437.6,68113.81875,731537130.5,542340,32338.074,9595.237857,10027.26646,52.30607919,29.11164687,-366.6713619,395.7830088,68.00105365,84.36256911,0.919254844,0.937651071,-16185.05385,763.3899999999994,0.0681537971197188,2018-02-21 00:00:00+00:00,1324.26,54.0,Neutral,"2,701.30","24,797.78"
52,2018-02-22 00:00:00+00:00,10439.02,10933.44,9679.0,9811.04,67060.16648,682006373.9,506273,33029.29762,9740.025,9998.436261,48.18681134,3.59232169,-292.6186252,296.2109469,51.34918758,68.91039102,0.768602315,0.878021968,-83245.22033,626.5599999999995,0.0600291254694565,2018-02-22 00:00:00+00:00,1331.51,44.0,Fear,"2,704.00","24,962.48"
53,2018-02-23 00:00:00+00:00,9815.55,10435.0,9570.19,10131.04,57202.70237,571800753.5,467480,28031.01137,9843.390714,10016.11676,50.33793148,9.084675793,-232.277965,241.3626408,59.2319706,59.52740394,0.648670054,0.778842404,-26042.51796,-320.0,-0.0326163179438673,2018-02-23 00:00:00+00:00,1328.94,39.0,Fear,"2,747.30","25,309.99"
54,2018-02-24 00:00:00+00:00,10131.04,10496.97,9352.0,9694.51,40888.1563,405618586.6,337918,18646.87096,9926.285714,9973.235859,47.44421227,-21.53863283,-190.1300986,168.5914657,48.47862288,53.01992702,0.556659374,0.657977248,-66930.67426,436.5300000000007,0.0430883699995262,2018-02-24 00:00:00+00:00,,31.0,Fear,,
55,2018-02-25 00:00:00+00:00,9694.51,9847.0,9274.8,9590.0,28373.51759,271286599.1,233567,13956.66153,10035.29429,9922.137744,46.7512923,-53.62277909,-162.8286347,109.2058556,41.17320875,49.62793408,0.483505902,0.56294511,-95304.19185,104.51000000000022,0.010780328247637,2018-02-25 00:00:00+00:00,,33.0,Fear,,
56,2018-02-26 00:00:00+00:00,9590.0,10444.32,9350.0,10324.0,34878.29276,347559259.7,285276,17045.76871,10136.79429,9975.719378,52.04825757,-19.59613837,-134.1821354,114.585997,57.43796961,49.02993375,0.483798555,0.507987944,-60425.89909,-734.0,-0.0765380604796663,2018-02-26 00:00:00+00:00,1333.16,37.0,Fear,"2,779.60","25,709.27"
57,2018-02-27 00:00:00+00:00,10321.0,10870.0,10121.0,10569.04,30705.38512,324295371.1,240542,15187.08374,10281.73286,10054.82879,53.70397921,26.83357888,-101.9789926,128.8125714,62.58941719,53.73353185,0.523234832,0.49684643,-29720.51397,-245.04000000000087,-0.0237349864393646,2018-02-27 00:00:00+00:00,1318.2,44.0,Fear,"2,744.30","25,410.03"
58,2018-02-28 00:00:00+00:00,10584.33,11098.0,10300.0,10326.76,30800.98378,327914696.1,277886,14412.84633,10344.35929,10091.08629,51.79951045,43.57716271,-72.8677615,116.4449242,41.89056272,53.97264984,0.56770926,0.524914216,-60521.49775,242.28000000000063,0.0229235578633443,2018-02-28 00:00:00+00:00,1318.05,41.0,Fear,"2,713.80","25,029.20"
59,2018-03-01 00:00:00+00:00,10325.64,11060.41,10240.0,10920.0,25092.55393,268172535.4,230428,12785.4045,10410.06714,10201.60812,55.92136852,103.5227379,-37.58966161,141.1123996,65.51423417,56.66473803,0.626783867,0.572575986,-35428.94382,-593.2399999999998,-0.0574468662000472,2018-03-01 00:00:00+00:00,1316.55,38.0,Fear,"2,677.70","24,608.98"
60,2018-03-02 00:00:00+00:00,10923.36,11200.0,10770.0,11039.0,23910.71009,262936307.0,211691,11893.33363,10472.85429,10313.26037,56.72087371,158.8017756,1.688625839,157.1131498,70.25298561,59.21926083,0.716101446,0.636864858,-11518.23373,-119.0,-0.0108974358974358,2018-03-02 00:00:00+00:00,1322.2,47.0,Neutral,"2,691.20","24,538.06"
61,2018-03-03 00:00:00+00:00,11038.99,11544.0,11015.01,11464.48,21287.15328,241749497.9,190444,10842.68278,10503.20643,10466.75632,59.54620467,234.2432807,48.19955681,186.0437239,87.19621218,74.32114399,0.899978236,0.747621183,9768.919551,-425.4799999999996,-0.0385433463176011,2018-03-03 00:00:00+00:00,,56.0,Greed,,
62,2018-03-04 00:00:00+00:00,11464.47,11565.0,11050.02,11515.0,17295.91865,194849579.1,168359,8197.401595,10584.03286,10606.52214,59.88109973,294.7105193,97.50174931,197.20877,89.20799137,82.21906305,0.961824114,0.859301265,27064.8382,-50.52000000000044,-0.0044066542922139,2018-03-04 00:00:00+00:00,,44.0,Fear,,
63,2018-03-05 00:00:00+00:00,11515.0,11710.0,11415.01,11454.0,15144.23106,174866951.4,164318,7668.823714,10605.53286,10719.51919,59.24336458,333.8605152,144.7735025,189.0870127,86.77888349,87.72769568,0.983809482,0.948537277,11920.60714,61.0,0.0052974381241858,2018-03-05 00:00:00+00:00,1320.01,55.0,Greed,"2,720.90","24,874.76"
64,2018-03-06 00:00:00+00:00,11455.0,11455.0,10555.48,10716.48,29515.57236,323842216.6,250306,13482.2972,10570.925,10719.11397,52.02861143,301.8954064,176.1978833,125.6975231,59.20170828,78.39619438,0.784454227,0.910029274,-17594.96522,737.5200000000004,0.0643897328444212,2018-03-06 00:00:00+00:00,1334.46,59.0,Greed,"2,728.10","24,884.12"
65,2018-03-07 00:00:00+00:00,10716.48,10899.0,9389.31,9910.0,50647.67108,514808033.5,396721,24022.45123,10533.23929,10611.2321,45.50293345,209.0765273,182.7736121,26.30291522,26.08409987,57.35489721,0.451120894,0.739794868,-68242.6363,806.4799999999996,0.0752560542267609,2018-03-07 00:00:00+00:00,1325.54,37.0,Fear,"2,726.80","24,801.36"
66,2018-03-08 00:00:00+00:00,9910.0,10099.0,9060.0,9271.64,41109.47323,394641280.6,336514,20257.45584,10494.71071,10432.61982,41.10787021,83.04923995,162.8287376,-79.77949769,7.986415094,31.09074108,0.133978079,0.456517733,-109352.1095,638.3600000000006,0.0644157416750757,2018-03-08 00:00:00+00:00,1322.35,39.0,Fear,"2,739.00","24,895.21"
67,2018-03-09 00:00:00+00:00,9267.07,9410.0,8329.0,9227.0,64112.29141,567082901.1,462712,31166.41485,10430.13643,10271.87051,40.81101387,-20.19754345,126.2234814,-146.4210249,26.56018929,20.21023475,0.0,0.195032991,-173464.4009,44.63999999999942,0.0048146821921471,2018-03-09 00:00:00+00:00,1323.7,37.0,Fear,"2,786.60","25,335.74"
68,2018-03-10 00:00:00+00:00,9230.0,9490.0,8667.07,8770.22,37180.01286,341210248.4,288066,17639.82728,10364.11571,10071.65044,37.80277318,-137.2970171,73.51938171,-210.8163988,13.04998521,15.86552987,0.0,0.04465936,-210644.4138,456.7800000000007,0.0495047144250569,2018-03-10 00:00:00+00:00,,39.0,Fear,,
69,2018-03-11 00:00:00+00:00,8770.22,9740.0,8450.0,9533.57,44325.97339,403491260.9,333367,21150.20694,10360.085,9999.906385,45.08741791,-166.5829636,25.49891266,-192.0818762,35.62762496,25.07926649,0.109981837,0.036660612,-166318.4404,-763.3500000000004,-0.0870388656156858,2018-03-11 00:00:00+00:00,,40.0,Fear,,
70,2018-03-12 00:00:00+00:00,9533.57,9888.88,8780.0,9131.34,42230.77793,395562731.9,336642,19369.69776,10274.895,9884.097534,42.27757005,-219.7161357,-23.54409701,-196.1720387,23.73084886,24.13615301,0.177541258,0.095841032,-208549.2183,402.2299999999996,0.0421909106452252,2018-03-12 00:00:00+00:00,1323.05,41.0,Fear,"2,783.00","25,178.61"
71,2018-03-13 00:00:00+00:00,9131.34,9474.0,8823.0,9150.0,40191.40936,367353984.7,342734,19856.45705,10173.535,9786.217863,42.4567312,-257.3522547,-70.30572855,-187.0465262,24.28275658,27.88041014,0.247805611,0.178442902,-168357.809,-18.65999999999985,-0.0020435116861271,2018-03-13 00:00:00+00:00,1326.39,41.0,Fear,"2,765.30","25,007.03"
72,2018-03-14 00:00:00+00:00,9151.92,9333.78,7900.28,8170.0,49708.09411,426058009.8,399127,22883.32973,10019.48071,9570.722148,36.11651354,-362.0830915,-128.6612012,-233.4218904,7.079785391,18.36446361,0.137823774,0.187723548,-218065.9031,980.0,0.107103825136612,2018-03-14 00:00:00+00:00,1325.0,40.0,Fear,"2,749.50","24,758.12"
73,2018-03-15 00:00:00+00:00,8184.01,8430.0,7650.0,8240.98,52291.02228,422130717.5,400529,26414.16025,9828.122143,9393.423195,36.85206217,-434.3486407,-189.7986891,-244.5499516,14.55615764,15.3062332,0.080581507,0.155403631,-165774.8808,-70.97999999999956,-0.0086878824969399,2018-03-15 00:00:00+00:00,1316.26,32.0,Fear,"2,747.30","24,873.66"
74,2018-03-16 00:00:00+00:00,8240.98,8611.64,7900.0,8260.0,38815.40989,322355002.2,255807,20049.43399,9629.622143,9242.300102,37.06118456,-484.4998414,-248.7389195,-235.7609219,15.02463054,12.22019119,0.023567556,0.080657612,-126959.4709,-19.02000000000044,-0.0023079779346631,2018-03-16 00:00:00+00:00,1314.0,33.0,Fear,"2,752.00","24,946.51"
75,2018-03-17 00:00:00+00:00,8260.0,8348.62,7721.99,7824.8,33110.20633,265973111.6,292041,15677.25736,9369.645,9053.300088,34.2650635,-552.9875361,-309.5886429,-243.3988933,4.305418719,11.2954023,0.023567556,0.042572206,-160069.6772,435.1999999999998,0.0526876513317191,2018-03-17 00:00:00+00:00,,31.0,Fear,,
76,2018-03-18 00:00:00+00:00,7824.01,8317.4,7322.0,8189.99,59488.23171,458311733.5,423336,28216.51079,9132.144286,8938.192077,38.46075467,-571.2121683,-361.913348,-209.2988204,19.78099362,13.03701429,0.06924155,0.038792221,-100581.4455,-365.1899999999996,-0.0466708414272568,2018-03-18 00:00:00+00:00,,29.0,Fear,,
77,2018-03-19 00:00:00+00:00,8189.0,8705.23,8088.4,8600.0,55297.08494,462654339.0,360414,27263.32476,8928.287143,8893.0998,42.86969352,-546.2738355,-398.7854455,-147.48839,30.92184854,18.33608696,0.217457202,0.103422102,-45284.36059,-410.0100000000002,-0.0500623321884398,2018-03-19 00:00:00+00:00,1316.94,29.0,Fear,"2,712.90","24,610.91"
78,2018-03-20 00:00:00+00:00,8595.01,9050.0,8280.0,8909.98,44865.10584,387879393.5,298261,22849.03524,8799.251429,8895.350493,46.01853285,-495.7821635,-418.1847891,-77.59737443,44.39418507,31.69900908,0.550790535,0.279163095,-419.254757,-309.9799999999996,-0.0360441860465115,2018-03-20 00:00:00+00:00,1311.21,37.0,Fear,"2,716.90","24,727.27"
79,2018-03-21 00:00:00+00:00,8909.96,9177.01,8750.6,8885.0,39972.40537,358157473.4,293696,19047.4868,8726.037143,8893.970427,45.79946041,-452.5659286,-425.061017,-27.50491161,56.28375945,43.86659769,0.821919735,0.530055824,-40391.66013,24.979999999999563,0.0028035977634068,2018-03-21 00:00:00+00:00,1332.17,36.0,Fear,"2,711.90","24,682.31"
80,2018-03-22 00:00:00+00:00,8884.82,9100.0,8465.1,8722.9,40617.55681,354804129.3,276449,19567.56362,8686.841429,8871.161037,44.32484925,-426.4806627,-425.3449461,-1.13571661,54.57598329,51.75130927,0.945753434,0.772821235,-81009.21694,162.10000000000036,0.018244231851435,2018-03-22 00:00:00+00:00,1328.95,36.0,Fear,"2,643.70","23,957.89"
81,2018-03-23 00:00:00+00:00,8720.0,8909.0,8269.0,8898.03,39991.00767,340755592.5,278571,20106.78939,8663.343571,8874.743565,46.33518684,-387.2128258,-417.7185221,30.50569625,61.39866297,57.41946857,0.945753434,0.904475534,-41018.20927,-175.13000000000102,-0.0200770385995484,2018-03-23 00:00:00+00:00,1347.22,28.0,Fear,"2,588.30","23,533.20"
82,2018-03-24 00:00:00+00:00,8898.04,8999.95,8491.0,8546.86,35466.60957,313254829.9,270300,17302.10809,8647.389286,8831.025757,42.98358966,-380.048306,-410.1844788,30.13617286,47.71785202,54.5641661,0.859407378,0.916971416,-76484.81884,351.1700000000001,0.0394660391120281,2018-03-24 00:00:00+00:00,,32.0,Fear,,
83,2018-03-25 00:00:00+00:00,8531.25,8669.85,8365.77,8470.15,29001.76932,247023172.3,215660,14379.26436,8571.430714,8782.908989,42.26441396,-376.2233596,-403.392255,27.16889538,44.72939911,51.28197137,0.795020873,0.866727228,-105486.5882,76.71000000000095,0.0089752259894278,2018-03-25 00:00:00+00:00,,30.0,Fear,,
84,2018-03-26 00:00:00+00:00,8470.14,8514.89,7831.0,8134.23,44033.59566,358429758.9,310462,20957.25692,8500.208571,8696.418457,39.17345813,-395.7361981,-401.8610436,6.12484551,37.74302974,43.39676029,0.59723972,0.75055599,-149520.1838,335.9200000000001,0.0396592740388304,2018-03-26 00:00:00+00:00,1353.46,31.0,Fear,"2,658.60","24,202.60"
85,2018-03-27 00:00:00+00:00,8134.22,8215.94,7730.0,7795.51,37427.64805,297609656.4,266540,18462.38211,8403.459286,8576.29733,36.29134716,-433.5346192,-408.1957587,-25.33886044,23.53686785,35.33643223,0.412424086,0.601561559,-186947.8319,338.71999999999935,0.0416413108554834,2018-03-27 00:00:00+00:00,1344.71,24.0,Extreme Fear,"2,612.60","23,857.71"
86,2018-03-28 00:00:00+00:00,7795.51,8109.0,7728.0,7949.3,26401.33167,209186093.2,183620,13685.41714,8387.695,8492.697686,38.50362782,-445.9400531,-415.7446176,-30.19543551,33.81652929,31.69880896,0.308564718,0.439409508,-160546.5002,-153.78999999999996,-0.0197280229260176,2018-03-28 00:00:00+00:00,1324.99,24.0,Extreme Fear,"2,605.00","23,848.42"
87,2018-03-29 00:00:00+00:00,7949.3,7975.0,6941.11,7090.14,54620.91513,405591158.6,359537,24584.81155,8305.492143,8305.689994,31.84970382,-519.1144523,-436.4185846,-82.69586778,6.665324925,21.33957402,0.173012537,0.298000447,-215167.4153,859.1599999999999,0.1080799567257494,2018-03-29 00:00:00+00:00,1325.0,18.0,Extreme Fear,"2,640.90","24,103.11"
88,2018-03-30 00:00:00+00:00,7090.16,7292.43,6600.1,6840.23,65306.03198,450352009.2,400057,31944.39058,8204.08,8110.295328,30.21409286,-590.4648283,-467.2278333,-123.236995,9.3185249,16.60012637,0.11705388,0.199543712,-280473.4473,249.9100000000008,0.0352475409512366,2018-03-30 00:00:00+00:00,,12.0,Extreme Fear,,
89,2018-03-31 00:00:00+00:00,6840.24,7223.36,6777.0,6923.91,36868.53909,258341534.5,240293,19086.03361,8139.730714,7952.110618,31.48290199,-632.9618485,-500.3746363,-132.5872122,12.56582496,9.516558262,0.026234968,0.105433795,-243604.9082,-83.68000000000029,-0.0122335067680473,2018-03-31 00:00:00+00:00,,16.0,Extreme Fear,,
90,2018-04-01 00:00:00+00:00,6922.0,7049.98,6430.0,6813.01,44071.43046,297470498.8,260942,21899.30066,8041.375,7800.230536,30.68661055,-667.8907179,-533.8778527,-134.0128652,13.94279599,11.94238195,0.036005142,0.059764663,-287676.3387,110.89999999999964,0.0160169615145199,2018-04-01 00:00:00+00:00,,16.0,Extreme Fear,,
91,2018-04-02 00:00:00+00:00,6813.01,7125.0,6765.0,7056.0,32123.56007,224322159.4,206780,16365.68359,7931.089286,7700.999797,34.59034856,-668.2615333,-560.7545888,-107.5069445,22.78841358,16.43234484,0.126492295,0.062910801,-255552.7786,-242.98999999999975,-0.0356655868698269,2018-04-02 00:00:00+00:00,1341.35,11.0,Extreme Fear,"2,581.90","23,644.19"
92,2018-04-03 00:00:00+00:00,7063.97,7520.0,7011.01,7405.21,37787.33181,277080072.8,248143,19218.85049,7823.605714,7661.561158,39.83470866,-633.0793342,-575.2195379,-57.85979632,35.50078085,24.07733014,0.299181293,0.15389291,-217765.4468,-349.21000000000004,-0.0494912131519274,2018-04-03 00:00:00+00:00,1332.83,22.0,Extreme Fear,"2,614.40","24,033.36"
93,2018-04-04 00:00:00+00:00,7405.21,7427.52,6707.0,6796.1,42227.1838,297443582.7,277249,20299.4022,7674.398571,7546.166337,34.62061123,-646.8903254,-589.5536954,-57.33663,13.71161049,24.00026831,0.380524008,0.268732532,-259992.6306,609.1099999999997,0.082254250723477,2018-04-04 00:00:00+00:00,1333.35,22.0,Extreme Fear,"2,644.70","24,264.30"
94,2018-04-05 00:00:00+00:00,6796.1,6902.0,6566.69,6770.76,39029.73146,263446941.1,238476,18991.10271,7534.96,7442.778825,34.41877068,-652.3603575,-602.1150278,-50.24532969,13.25940193,20.82393109,0.376976319,0.352227207,-299022.3621,25.340000000000146,0.0037286090551934,2018-04-05 00:00:00+00:00,1326.55,17.0,Extreme Fear,"2,662.80","24,505.22"
95,2018-04-06 00:00:00+00:00,6770.0,6850.0,6500.0,6601.39,27455.01192,182139799.8,162456,13778.06346,7370.914286,7330.593648,33.03255621,-662.7226863,-614.2365595,-48.48612678,6.669001342,11.21333792,0.251625166,0.336375164,-326477.374,169.3699999999999,0.0250149170846404,2018-04-06 00:00:00+00:00,1333.2,19.0,Extreme Fear,"2,604.50","23,932.76"
96,2018-04-07 00:00:00+00:00,6601.39,7070.0,6586.28,6895.8,32269.57827,222323863.5,178577,16460.73623,7252.981429,7272.621162,37.7275174,-639.8032266,-619.3498929,-20.45333372,20.79603545,13.57481291,0.368346974,0.332316153,-294207.7957,-294.40999999999985,-0.0445981831099207,2018-04-07 00:00:00+00:00,,20.0,Extreme Fear,,
97,2018-04-08 00:00:00+00:00,6895.81,7109.13,6880.0,7018.0,21427.67317,149967346.7,152461,11211.61595,7149.256429,7238.671674,39.61971622,-604.807032,-616.4413207,11.63428871,28.20292677,18.55598785,0.607291824,0.409087988,-272780.1225,-122.19999999999982,-0.0177209315815423,2018-04-08 00:00:00+00:00,,17.0,Extreme Fear,,
98,2018-04-09 00:00:00+00:00,7011.04,7185.0,6611.0,6782.72,34078.29721,234309953.8,212669,17046.4286,7052.72,7177.878117,37.27146,-589.2647481,-611.0060062,21.74125807,19.74982362,22.91626195,0.778241376,0.584626725,-306858.4198,235.27999999999972,0.033525220860644,2018-04-09 00:00:00+00:00,1336.24,21.0,Extreme Fear,"2,613.20","23,979.10"
99,2018-04-10 00:00:00+00:00,6781.55,6890.0,6656.0,6843.9,22326.7281,151417844.3,147755,11456.44794,6984.747857,7133.347702,38.29560016,-565.4920215,-601.9032093,36.4111878,24.65157832,24.20144291,0.850413262,0.745315487,-284531.6917,-61.17999999999938,-0.0090199801849404,2018-04-10 00:00:00+00:00,1340.05,18.0,Extreme Fear,"2,656.90","24,408.00"
100,2018-04-11 00:00:00+00:00,6839.56,6990.0,6787.0,6953.79,23997.87118,165264003.4,155607,12530.65891,6913.64,7109.406675,40.18463665,-531.6561585,-587.8537991,56.19764065,33.90226537,26.10122244,0.857862281,0.828838973,-260533.8205,-109.89000000000031,-0.016056634375137,2018-04-11 00:00:00+00:00,1353.29,20.0,Extreme Fear,"2,642.20","24,189.45"
101,2018-04-12 00:00:00+00:00,6953.78,8012.23,6743.2,7923.0,64861.59599,485176252.5,404588,33198.86779,6973.13,7217.885785,53.65961915,-421.7719221,-554.6374237,132.8655016,94.36049121,50.97144497,0.946673251,0.884982931,-195672.2245,-969.21,-0.1393786697613819,2018-04-12 00:00:00+00:00,1335.48,18.0,Extreme Fear,"2,664.00","24,483.05"
102,2018-04-13 00:00:00+00:00,7922.99,8233.39,7732.0,7877.41,55044.52315,439884522.7,351905,27485.08304,7047.214286,7305.822347,53.05417868,-334.5105754,-510.612054,176.1014786,80.26050937,69.50775532,0.991215191,0.931916908,-250716.7476,45.59000000000015,0.005754133535277,2018-04-13 00:00:00+00:00,1345.46,23.0,Extreme Fear,"2,656.30","24,360.14"
103,2018-04-14 00:00:00+00:00,7877.48,8186.0,7810.0,7999.01,31621.28636,252868761.3,194500,16283.46605,7124.007143,7398.247367,54.52790714,-252.6310522,-459.0158537,206.3848015,87.00336588,87.20812215,0.991215191,0.976367878,-219095.4613,-121.60000000000036,-0.0154365457682157,2018-04-14 00:00:00+00:00,,,,,
